#,Calculator,Iter,CheckName,Type,Inputs,Expected,Tolerance
4016,IP3Calc,57,IP3[57] Pout,numeric,pin_dBm=-23.0182; gain_dB=33.461; iip3_dBm=45.693,10.4428,±0.5% (abs≥0.1)
4017,IP3Calc,58,IP3[58] OIP3,numeric,pin_dBm=-19.3651; gain_dB=32.6471; iip3_dBm=35.1045,67.7516,±0.5% (abs≥0.1)
4018,IP3Calc,58,IP3[58] Pout,numeric,pin_dBm=-19.3651; gain_dB=32.6471; iip3_dBm=35.1045,13.282,±0.5% (abs≥0.1)
4019,IP3Calc,59,IP3[59] OIP3,numeric,pin_dBm=-51.6618; gain_dB=-12.978; iip3_dBm=-7.42478,-20.4028,±0.5% (abs≥0.1)
4020,IP3Calc,59,IP3[59] Pout,numeric,pin_dBm=-51.6618; gain_dB=-12.978; iip3_dBm=-7.42478,-64.6398,±0.5% (abs≥0.1)
4021,IP3Calc,60,IP3[60] OIP3,numeric,pin_dBm=-31.5528; gain_dB=27.9611; iip3_dBm=43.068,71.0291,±0.5% (abs≥0.1)
4022,IP3Calc,60,IP3[60] Pout,numeric,pin_dBm=-31.5528; gain_dB=27.9611; iip3_dBm=43.068,-3.59164,±0.5% (abs≥0.1)
4023,IP3Calc,61,IP3[61] OIP3,numeric,pin_dBm=-2.18237; gain_dB=29.5911; iip3_dBm=-2.47413,27.117,±0.5% (abs≥0.1)
4024,IP3Calc,61,IP3[61] Pout,numeric,pin_dBm=-2.18237; gain_dB=29.5911; iip3_dBm=-2.47413,27.4088,±0.5% (abs≥0.1)
4025,IP3Calc,62,IP3[62] OIP3,numeric,pin_dBm=-23.606; gain_dB=34.5825; iip3_dBm=-2.74965,31.8328,±0.5% (abs≥0.1)
4026,IP3Calc,62,IP3[62] Pout,numeric,pin_dBm=-23.606; gain_dB=34.5825; iip3_dBm=-2.74965,10.9765,±0.5% (abs≥0.1)
4027,IP3Calc,63,IP3[63] OIP3,numeric,pin_dBm=-57.9165; gain_dB=-7.21145; iip3_dBm=2.82497,-4.38648,±0.5% (abs≥0.1)
4028,IP3Calc,63,IP3[63] Pout,numeric,pin_dBm=-57.9165; gain_dB=-7.21145; iip3_dBm=2.82497,-65.128,±0.5% (abs≥0.1)
4029,IP3Calc,64,IP3[64] OIP3,numeric,pin_dBm=-26.7541; gain_dB=7.4746; iip3_dBm=39.9571,47.4317,±0.5% (abs≥0.1)
4030,IP3Calc,64,IP3[64] Pout,numeric,pin_dBm=-26.7541; gain_dB=7.4746; iip3_dBm=39.9571,-19.2795,±0.5% (abs≥0.1)
4031,IP3Calc,65,IP3[65] OIP3,numeric,pin_dBm=-19.2828; gain_dB=-6.81801; iip3_dBm=-15.1199,-21.9379,±0.5% (abs≥0.1)
4032,IP3Calc,65,IP3[65] Pout,numeric,pin_dBm=-19.2828; gain_dB=-6.81801; iip3_dBm=-15.1199,-26.1008,±0.5% (abs≥0.1)
4033,IP3Calc,66,IP3[66] OIP3,numeric,pin_dBm=-49.0556; gain_dB=4.18292; iip3_dBm=33.4849,37.6678,±0.5% (abs≥0.1)
4034,IP3Calc,66,IP3[66] Pout,numeric,pin_dBm=-49.0556; gain_dB=4.18292; iip3_dBm=33.4849,-44.8727,±0.5% (abs≥0.1)
4035,IP3Calc,67,IP3[67] OIP3,numeric,pin_dBm=-9.47863; gain_dB=-4.91666; iip3_dBm=7.28366,2.36699,±0.5% (abs≥0.1)
4036,IP3Calc,67,IP3[67] Pout,numeric,pin_dBm=-9.47863; gain_dB=-4.91666; iip3_dBm=7.28366,-14.3953,±0.5% (abs≥0.1)
4037,IP3Calc,68,IP3[68] OIP3,numeric,pin_dBm=-35.6126; gain_dB=-16.489; iip3_dBm=-6.06995,-22.559,±0.5% (abs≥0.1)
4038,IP3Calc,68,IP3[68] Pout,numeric,pin_dBm=-35.6126; gain_dB=-16.489; iip3_dBm=-6.06995,-52.1016,±0.5% (abs≥0.1)
4039,IP3Calc,69,IP3[69] OIP3,numeric,pin_dBm=-13.062; gain_dB=-2.75112; iip3_dBm=-7.26486,-10.016,±0.5% (abs≥0.1)
4040,IP3Calc,69,IP3[69] Pout,numeric,pin_dBm=-13.062; gain_dB=-2.75112; iip3_dBm=-7.26486,-15.8131,±0.5% (abs≥0.1)
4041,IP3Calc,70,IP3[70] OIP3,numeric,pin_dBm=-53.7806; gain_dB=38.7877; iip3_dBm=39.1797,77.9674,±0.5% (abs≥0.1)
4042,IP3Calc,70,IP3[70] Pout,numeric,pin_dBm=-53.7806; gain_dB=38.7877; iip3_dBm=39.1797,-14.993,±0.5% (abs≥0.1)
4043,IP3Calc,71,IP3[71] OIP3,numeric,pin_dBm=-47.1322; gain_dB=25.9464; iip3_dBm=48.897,74.8434,±0.5% (abs≥0.1)
4044,IP3Calc,71,IP3[71] Pout,numeric,pin_dBm=-47.1322; gain_dB=25.9464; iip3_dBm=48.897,-21.1859,±0.5% (abs≥0.1)
4045,IP3Calc,72,IP3[72] OIP3,numeric,pin_dBm=-49.5631; gain_dB=-0.981489; iip3_dBm=4.58013,3.59864,±0.5% (abs≥0.1)
4046,IP3Calc,72,IP3[72] Pout,numeric,pin_dBm=-49.5631; gain_dB=-0.981489; iip3_dBm=4.58013,-50.5446,±0.5% (abs≥0.1)
4047,IP3Calc,73,IP3[73] OIP3,numeric,pin_dBm=-31.0159; gain_dB=6.36397; iip3_dBm=29.1827,35.5467,±0.5% (abs≥0.1)
4048,IP3Calc,73,IP3[73] Pout,numeric,pin_dBm=-31.0159; gain_dB=6.36397; iip3_dBm=29.1827,-24.6519,±0.5% (abs≥0.1)
4049,IP3Calc,74,IP3[74] OIP3,numeric,pin_dBm=-53.8983; gain_dB=-1.53929; iip3_dBm=28.0057,26.4664,±0.5% (abs≥0.1)
4050,IP3Calc,74,IP3[74] Pout,numeric,pin_dBm=-53.8983; gain_dB=-1.53929; iip3_dBm=28.0057,-55.4376,±0.5% (abs≥0.1)
4051,IP3Calc,75,IP3[75] OIP3,numeric,pin_dBm=-55.7732; gain_dB=14.0045; iip3_dBm=-8.89629,5.10818,±0.5% (abs≥0.1)
4052,IP3Calc,75,IP3[75] Pout,numeric,pin_dBm=-55.7732; gain_dB=14.0045; iip3_dBm=-8.89629,-41.7687,±0.5% (abs≥0.1)
4053,IP3Calc,76,IP3[76] OIP3,numeric,pin_dBm=-23.6614; gain_dB=-14.3111; iip3_dBm=-15.9481,-30.2592,±0.5% (abs≥0.1)
4054,IP3Calc,76,IP3[76] Pout,numeric,pin_dBm=-23.6614; gain_dB=-14.3111; iip3_dBm=-15.9481,-37.9725,±0.5% (abs≥0.1)
4055,IP3Calc,77,IP3[77] OIP3,numeric,pin_dBm=-15.7207; gain_dB=-13.7184; iip3_dBm=31.5138,17.7954,±0.5% (abs≥0.1)
4056,IP3Calc,77,IP3[77] Pout,numeric,pin_dBm=-15.7207; gain_dB=-13.7184; iip3_dBm=31.5138,-29.4391,±0.5% (abs≥0.1)
4057,IP3Calc,78,IP3[78] OIP3,numeric,pin_dBm=-43.16; gain_dB=20.7772; iip3_dBm=31.714,52.4912,±0.5% (abs≥0.1)
4058,IP3Calc,78,IP3[78] Pout,numeric,pin_dBm=-43.16; gain_dB=20.7772; iip3_dBm=31.714,-22.3828,±0.5% (abs≥0.1)
4059,IP3Calc,79,IP3[79] OIP3,numeric,pin_dBm=-36.7614; gain_dB=0.766526; iip3_dBm=44.2492,45.0158,±0.5% (abs≥0.1)
4060,IP3Calc,79,IP3[79] Pout,numeric,pin_dBm=-36.7614; gain_dB=0.766526; iip3_dBm=44.2492,-35.9948,±0.5% (abs≥0.1)
4061,IP3Calc,80,IP3[80] OIP3,numeric,pin_dBm=-38.9519; gain_dB=-12.4378; iip3_dBm=23.0673,10.6295,±0.5% (abs≥0.1)
4062,IP3Calc,80,IP3[80] Pout,numeric,pin_dBm=-38.9519; gain_dB=-12.4378; iip3_dBm=23.0673,-51.3896,±0.5% (abs≥0.1)
4063,IP3Calc,81,IP3[81] OIP3,numeric,pin_dBm=-36.8825; gain_dB=9.16898; iip3_dBm=20.6549,29.8239,±0.5% (abs≥0.1)
4064,IP3Calc,81,IP3[81] Pout,numeric,pin_dBm=-36.8825; gain_dB=9.16898; iip3_dBm=20.6549,-27.7136,±0.5% (abs≥0.1)
4065,IP3Calc,82,IP3[82] OIP3,numeric,pin_dBm=-55.2112; gain_dB=-9.17521; iip3_dBm=9.00883,-0.16638,±0.5% (abs≥0.1)
4066,IP3Calc,82,IP3[82] Pout,numeric,pin_dBm=-55.2112; gain_dB=-9.17521; iip3_dBm=9.00883,-64.3864,±0.5% (abs≥0.1)
4067,IP3Calc,83,IP3[83] OIP3,numeric,pin_dBm=-48.9643; gain_dB=-6.06974; iip3_dBm=21.6781,15.6084,±0.5% (abs≥0.1)
4068,IP3Calc,83,IP3[83] Pout,numeric,pin_dBm=-48.9643; gain_dB=-6.06974; iip3_dBm=21.6781,-55.0341,±0.5% (abs≥0.1)
4069,IP3Calc,84,IP3[84] OIP3,numeric,pin_dBm=-9.85335; gain_dB=29.3775; iip3_dBm=23.934,53.3115,±0.5% (abs≥0.1)
4070,IP3Calc,84,IP3[84] Pout,numeric,pin_dBm=-9.85335; gain_dB=29.3775; iip3_dBm=23.934,19.5242,±0.5% (abs≥0.1)
4071,IP3Calc,85,IP3[85] OIP3,numeric,pin_dBm=-21.2973; gain_dB=16.0049; iip3_dBm=-9.01383,6.99111,±0.5% (abs≥0.1)
4072,IP3Calc,85,IP3[85] Pout,numeric,pin_dBm=-21.2973; gain_dB=16.0049; iip3_dBm=-9.01383,-5.29233,±0.5% (abs≥0.1)
4073,IP3Calc,86,IP3[86] OIP3,numeric,pin_dBm=-24.4641; gain_dB=39.2321; iip3_dBm=-18.8321,20.4,±0.5% (abs≥0.1)
4074,IP3Calc,86,IP3[86] Pout,numeric,pin_dBm=-24.4641; gain_dB=39.2321; iip3_dBm=-18.8321,14.768,±0.5% (abs≥0.1)
4075,IP3Calc,87,IP3[87] OIP3,numeric,pin_dBm=-53.1799; gain_dB=26.7634; iip3_dBm=6.28476,33.0482,±0.5% (abs≥0.1)
4076,IP3Calc,87,IP3[87] Pout,numeric,pin_dBm=-53.1799; gain_dB=26.7634; iip3_dBm=6.28476,-26.4165,±0.5% (abs≥0.1)
4077,IP3Calc,88,IP3[88] OIP3,numeric,pin_dBm=-25.003; gain_dB=-0.0176402; iip3_dBm=16.9428,16.9251,±0.5% (abs≥0.1)
4078,IP3Calc,88,IP3[88] Pout,numeric,pin_dBm=-25.003; gain_dB=-0.0176402; iip3_dBm=16.9428,-25.0206,±0.5% (abs≥0.1)
4079,IP3Calc,89,IP3[89] OIP3,numeric,pin_dBm=-57.9076; gain_dB=-7.29103; iip3_dBm=20.0706,12.7795,±0.5% (abs≥0.1)
4080,IP3Calc,89,IP3[89] Pout,numeric,pin_dBm=-57.9076; gain_dB=-7.29103; iip3_dBm=20.0706,-65.1986,±0.5% (abs≥0.1)
4081,IP3Calc,90,IP3[90] OIP3,numeric,pin_dBm=-46.5209; gain_dB=16.0372; iip3_dBm=-0.432377,15.6048,±0.5% (abs≥0.1)
4082,IP3Calc,90,IP3[90] Pout,numeric,pin_dBm=-46.5209; gain_dB=16.0372; iip3_dBm=-0.432377,-30.4837,±0.5% (abs≥0.1)
4083,IP3Calc,91,IP3[91] OIP3,numeric,pin_dBm=-39.6254; gain_dB=-12.3785; iip3_dBm=15.8044,3.42588,±0.5% (abs≥0.1)
4084,IP3Calc,91,IP3[91] Pout,numeric,pin_dBm=-39.6254; gain_dB=-12.3785; iip3_dBm=15.8044,-52.0039,±0.5% (abs≥0.1)
4085,IP3Calc,92,IP3[92] OIP3,numeric,pin_dBm=-54.9942; gain_dB=-3.88664; iip3_dBm=4.05919,0.172548,±0.5% (abs≥0.1)
4086,IP3Calc,92,IP3[92] Pout,numeric,pin_dBm=-54.9942; gain_dB=-3.88664; iip3_dBm=4.05919,-58.8808,±0.5% (abs≥0.1)
4087,IP3Calc,93,IP3[93] OIP3,numeric,pin_dBm=-0.145761; gain_dB=11.5634; iip3_dBm=-19.673,-8.1096,±0.5% (abs≥0.1)
4088,IP3Calc,93,IP3[93] Pout,numeric,pin_dBm=-0.145761; gain_dB=11.5634; iip3_dBm=-19.673,11.4177,±0.5% (abs≥0.1)
4089,IP3Calc,94,IP3[94] OIP3,numeric,pin_dBm=-4.08618; gain_dB=-16.7918; iip3_dBm=-12.2312,-29.023,±0.5% (abs≥0.1)
4090,IP3Calc,94,IP3[94] Pout,numeric,pin_dBm=-4.08618; gain_dB=-16.7918; iip3_dBm=-12.2312,-20.878,±0.5% (abs≥0.1)
4091,IP3Calc,95,IP3[95] OIP3,numeric,pin_dBm=-23.1801; gain_dB=-1.33504; iip3_dBm=-17.3741,-18.7091,±0.5% (abs≥0.1)
4092,IP3Calc,95,IP3[95] Pout,numeric,pin_dBm=-23.1801; gain_dB=-1.33504; iip3_dBm=-17.3741,-24.5152,±0.5% (abs≥0.1)
4093,IP3Calc,96,IP3[96] OIP3,numeric,pin_dBm=-25.4466; gain_dB=26.8603; iip3_dBm=11.3169,38.1772,±0.5% (abs≥0.1)
4094,IP3Calc,96,IP3[96] Pout,numeric,pin_dBm=-25.4466; gain_dB=26.8603; iip3_dBm=11.3169,1.41363,±0.5% (abs≥0.1)
4095,IP3Calc,97,IP3[97] OIP3,numeric,pin_dBm=-12.7488; gain_dB=24.4911; iip3_dBm=2.17776,26.6689,±0.5% (abs≥0.1)
4096,IP3Calc,97,IP3[97] Pout,numeric,pin_dBm=-12.7488; gain_dB=24.4911; iip3_dBm=2.17776,11.7424,±0.5% (abs≥0.1)
4097,IP3Calc,98,IP3[98] OIP3,numeric,pin_dBm=-29.3042; gain_dB=3.62913; iip3_dBm=8.31871,11.9478,±0.5% (abs≥0.1)
4098,IP3Calc,98,IP3[98] Pout,numeric,pin_dBm=-29.3042; gain_dB=3.62913; iip3_dBm=8.31871,-25.675,±0.5% (abs≥0.1)
4099,IP3Calc,99,IP3[99] OIP3,numeric,pin_dBm=-16.0702; gain_dB=37.8378; iip3_dBm=-18.5928,19.245,±0.5% (abs≥0.1)
4100,IP3Calc,99,IP3[99] Pout,numeric,pin_dBm=-16.0702; gain_dB=37.8378; iip3_dBm=-18.5928,21.7676,±0.5% (abs≥0.1)
4101,LinkBudget,0,LB[0] dBm,presence,pt_dBm=21.6347; gt_dBi=18.042; ltx_dB=1.34417; d_m=20697.4; f_GHz=8.30889; gr_dBi=2.03653; lrx_dB=3.46168; nf_dB=14.8513; bw_MHz=2.84978; snr_dB=24.7161; lmisc_dB=8.86177,"""dBm""",—
4102,LinkBudget,1,LB[1] dBm,presence,pt_dBm=31.3436; gt_dBi=8.8032; ltx_dB=1.61635; d_m=10613.9; f_GHz=6.82863; gr_dBi=3.58887; lrx_dB=4.66624; nf_dB=1.00454; bw_MHz=45.0597; snr_dB=13.6318; lmisc_dB=8.96847,"""dBm""",—
4103,LinkBudget,2,LB[2] dBm,presence,pt_dBm=17.4087; gt_dBi=13.9675; ltx_dB=3.85985; d_m=1869.6; f_GHz=2.5483; gr_dBi=15.9207; lrx_dB=3.63169; nf_dB=6.91727; bw_MHz=63.9094; snr_dB=10.3877; lmisc_dB=8.91127,"""dBm""",—
4104,LinkBudget,3,LB[3] dBm,presence,pt_dBm=20.0697; gt_dBi=4.81967; ltx_dB=1.01042; d_m=10496.6; f_GHz=5.06213; gr_dBi=23.5662; lrx_dB=4.82777; nf_dB=6.76545; bw_MHz=79.274; snr_dB=26.6024; lmisc_dB=1.04713,"""dBm""",—
4105,LinkBudget,4,LB[4] dBm,presence,pt_dBm=11.3569; gt_dBi=1.4884; ltx_dB=4.53539; d_m=15668; f_GHz=0.250077; gr_dBi=7.02141; lrx_dB=4.35873; nf_dB=2.58533; bw_MHz=9.43201; snr_dB=13.7331; lmisc_dB=5.9416,"""dBm""",—
4106,LinkBudget,5,LB[5] dBm,presence,pt_dBm=22.3481; gt_dBi=16.0596; ltx_dB=3.70692; d_m=40390.8; f_GHz=7.1688; gr_dBi=16.49; lrx_dB=1.4227; nf_dB=10.5148; bw_MHz=21.7695; snr_dB=24.0181; lmisc_dB=3.51011,"""dBm""",—
4107,LinkBudget,6,LB[6] dBm,presence,pt_dBm=17.6413; gt_dBi=1.63917; ltx_dB=0.393939; d_m=31987.7; f_GHz=0.966844; gr_dBi=2.5564; lrx_dB=0.164088; nf_dB=2.01276; bw_MHz=26.3182; snr_dB=7.84228; lmisc_dB=1.66458,"""dBm""",—
4108,LinkBudget,7,LB[7] dBm,presence,pt_dBm=29.2534; gt_dBi=18.7532; ltx_dB=4.02041; d_m=628.238; f_GHz=7.98296; gr_dBi=10.7466; lrx_dB=2.61651; nf_dB=7.42063; bw_MHz=87.4032; snr_dB=25.1252; lmisc_dB=9.84992,"""dBm""",—
4109,LinkBudget,8,LB[8] dBm,presence,pt_dBm=17.6767; gt_dBi=0.940276; ltx_dB=4.20514; d_m=125.872; f_GHz=2.75745; gr_dBi=14.7107; lrx_dB=1.46167; nf_dB=9.90075; bw_MHz=9.86113; snr_dB=11.2449; lmisc_dB=6.59129,"""dBm""",—
4110,LinkBudget,9,LB[9] dBm,presence,pt_dBm=24.2369; gt_dBi=11.1073; ltx_dB=2.12832; d_m=45747.9; f_GHz=5.81564; gr_dBi=9.75394; lrx_dB=2.80403; nf_dB=13.5207; bw_MHz=18.2464; snr_dB=20.1707; lmisc_dB=5.66261,"""dBm""",—
4111,LinkBudget,10,LB[10] dBm,presence,pt_dBm=19.8074; gt_dBi=0.504317; ltx_dB=3.08875; d_m=13066.5; f_GHz=5.12245; gr_dBi=11.052; lrx_dB=2.66156; nf_dB=2.3537; bw_MHz=68.4142; snr_dB=10.4117; lmisc_dB=1.62102,"""dBm""",—
4112,LinkBudget,11,LB[11] dBm,presence,pt_dBm=33.2784; gt_dBi=16.5054; ltx_dB=3.18535; d_m=28544.7; f_GHz=9.95628; gr_dBi=19.0167; lrx_dB=0.495751; nf_dB=4.38186; bw_MHz=85.2347; snr_dB=11.7602; lmisc_dB=8.9513,"""dBm""",—
4113,LinkBudget,12,LB[12] dBm,presence,pt_dBm=16.8003; gt_dBi=13.6507; ltx_dB=3.95088; d_m=4305.55; f_GHz=6.89731; gr_dBi=8.28231; lrx_dB=2.005; nf_dB=9.14991; bw_MHz=10.6895; snr_dB=8.23658; lmisc_dB=0.585588,"""dBm""",—
4114,LinkBudget,13,LB[13] dBm,presence,pt_dBm=38.389; gt_dBi=10.5538; ltx_dB=0.463261; d_m=13317.4; f_GHz=8.98066; gr_dBi=21.4764; lrx_dB=2.67204; nf_dB=9.89736; bw_MHz=27.0633; snr_dB=14.8932; lmisc_dB=6.10235,"""dBm""",—
4115,LinkBudget,14,LB[14] dBm,presence,pt_dBm=12.1599; gt_dBi=10.6009; ltx_dB=2.67376; d_m=27938.3; f_GHz=4.52098; gr_dBi=6.24397; lrx_dB=3.67441; nf_dB=10.0938; bw_MHz=14.108; snr_dB=14.584; lmisc_dB=0.520238,"""dBm""",—
4116,LinkBudget,15,LB[15] dBm,presence,pt_dBm=14.0156; gt_dBi=13.1539; ltx_dB=4.16095; d_m=41418.2; f_GHz=6.01812; gr_dBi=6.29504; lrx_dB=1.77174; nf_dB=6.05231; bw_MHz=77.0464; snr_dB=14.3189; lmisc_dB=2.09764,"""dBm""",—
4117,LinkBudget,16,LB[16] dBm,presence,pt_dBm=30.941; gt_dBi=7.1262; ltx_dB=0.957165; d_m=9145.04; f_GHz=4.42167; gr_dBi=14.86; lrx_dB=3.2157; nf_dB=13.0711; bw_MHz=44.1508; snr_dB=24.8951; lmisc_dB=6.94994,"""dBm""",—
4118,LinkBudget,17,LB[17] dBm,presence,pt_dBm=21.5976; gt_dBi=1.72092; ltx_dB=3.58915; d_m=39525.4; f_GHz=7.48459; gr_dBi=8.08502; lrx_dB=3.86916; nf_dB=10.4013; bw_MHz=7.29415; snr_dB=19.1868; lmisc_dB=3.45766,"""dBm""",—
4119,LinkBudget,18,LB[18] dBm,presence,pt_dBm=11.3016; gt_dBi=10.916; ltx_dB=2.11717; d_m=35774.1; f_GHz=7.46783; gr_dBi=7.5772; lrx_dB=0.107427; nf_dB=6.26948; bw_MHz=46.9438; snr_dB=29.7457; lmisc_dB=0.356904,"""dBm""",—
4120,LinkBudget,19,LB[19] dBm,presence,pt_dBm=34.8521; gt_dBi=2.08001; ltx_dB=4.26738; d_m=35805.6; f_GHz=5.78899; gr_dBi=6.69557; lrx_dB=1.1298; nf_dB=8.11675; bw_MHz=43.7603; snr_dB=21.8862; lmisc_dB=5.38886,"""dBm""",—
4121,LinkBudget,20,LB[20] dBm,presence,pt_dBm=13.3166; gt_dBi=6.17114; ltx_dB=1.54715; d_m=13152.9; f_GHz=9.56408; gr_dBi=24.94; lrx_dB=2.97695; nf_dB=6.6367; bw_MHz=68.0097; snr_dB=26.2018; lmisc_dB=0.356337,"""dBm""",—
4122,LinkBudget,21,LB[21] dBm,presence,pt_dBm=25.3603; gt_dBi=15.6995; ltx_dB=0.889496; d_m=293.624; f_GHz=9.98805; gr_dBi=17.2742; lrx_dB=1.13189; nf_dB=10.1597; bw_MHz=13.3099; snr_dB=5.78634; lmisc_dB=6.259,"""dBm""",—
4123,LinkBudget,22,LB[22] dBm,presence,pt_dBm=14.8748; gt_dBi=14.7603; ltx_dB=3.00009; d_m=33220.6; f_GHz=6.5237; gr_dBi=2.73238; lrx_dB=2.55797; nf_dB=12.8929; bw_MHz=79.6692; snr_dB=12.3905; lmisc_dB=4.07832,"""dBm""",—
4124,LinkBudget,23,LB[23] dBm,presence,pt_dBm=28.276; gt_dBi=12.0181; ltx_dB=2.43159; d_m=39249.7; f_GHz=7.36733; gr_dBi=24.2758; lrx_dB=0.411681; nf_dB=11.7721; bw_MHz=1.34968; snr_dB=13.1154; lmisc_dB=3.47166,"""dBm""",—
4125,LinkBudget,24,LB[24] dBm,presence,pt_dBm=40.6207; gt_dBi=12.4523; ltx_dB=4.92251; d_m=38898.4; f_GHz=9.2635; gr_dBi=24.7315; lrx_dB=1.57105; nf_dB=9.18099; bw_MHz=12.6279; snr_dB=28.9562; lmisc_dB=7.95865,"""dBm""",—
4126,LinkBudget,25,LB[25] dBm,presence,pt_dBm=40.5201; gt_dBi=8.94031; ltx_dB=4.70453; d_m=25232.4; f_GHz=7.78256; gr_dBi=1.68835; lrx_dB=2.44671; nf_dB=10.4627; bw_MHz=59.0925; snr_dB=24.7719; lmisc_dB=0.679948,"""dBm""",—
4127,LinkBudget,26,LB[26] dBm,presence,pt_dBm=21.1851; gt_dBi=2.50668; ltx_dB=0.821429; d_m=1950.48; f_GHz=1.93916; gr_dBi=2.0984; lrx_dB=3.35033; nf_dB=2.59063; bw_MHz=16.3695; snr_dB=16.5628; lmisc_dB=5.70591,"""dBm""",—
4128,LinkBudget,27,LB[27] dBm,presence,pt_dBm=37.2431; gt_dBi=9.35906; ltx_dB=3.7048; d_m=11816.2; f_GHz=7.27484; gr_dBi=22.806; lrx_dB=1.54609; nf_dB=1.33891; bw_MHz=37.4909; snr_dB=26.2455; lmisc_dB=7.69568,"""dBm""",—
4129,LinkBudget,28,LB[28] dBm,presence,pt_dBm=12.2016; gt_dBi=7.51989; ltx_dB=0.63871; d_m=376.65; f_GHz=5.01145; gr_dBi=23.8347; lrx_dB=3.79818; nf_dB=3.21301; bw_MHz=98.5603; snr_dB=26.4022; lmisc_dB=2.76115,"""dBm""",—
4130,LinkBudget,29,LB[29] dBm,presence,pt_dBm=39.6819; gt_dBi=13.0673; ltx_dB=3.00544; d_m=47758; f_GHz=6.49366; gr_dBi=16.7103; lrx_dB=1.58277; nf_dB=6.38937; bw_MHz=59.9134; snr_dB=8.36403; lmisc_dB=7.03813,"""dBm""",—
4131,LinkBudget,30,LB[30] dBm,presence,pt_dBm=12.1191; gt_dBi=15.1283; ltx_dB=0.405286; d_m=44167.1; f_GHz=9.90077; gr_dBi=7.13637; lrx_dB=3.18827; nf_dB=2.94289; bw_MHz=43.9664; snr_dB=27.3346; lmisc_dB=7.22423,"""dBm""",—
4132,LinkBudget,31,LB[31] dBm,presence,pt_dBm=37.3728; gt_dBi=7.89557; ltx_dB=0.464609; d_m=41037.1; f_GHz=9.79268; gr_dBi=8.04284; lrx_dB=2.49205; nf_dB=10.5349; bw_MHz=31.442; snr_dB=11.0777; lmisc_dB=5.45122,"""dBm""",—
4133,LinkBudget,32,LB[32] dBm,presence,pt_dBm=10.4341; gt_dBi=15.2234; ltx_dB=1.61251; d_m=13674.3; f_GHz=5.09295; gr_dBi=16.9277; lrx_dB=2.01813; nf_dB=1.82158; bw_MHz=74.4697; snr_dB=12.8787; lmisc_dB=2.11403,"""dBm""",—
4134,LinkBudget,33,LB[33] dBm,presence,pt_dBm=25.0752; gt_dBi=17.6009; ltx_dB=1.52666; d_m=8442.13; f_GHz=5.12255; gr_dBi=1.96642; lrx_dB=0.785629; nf_dB=1.299; bw_MHz=18.3958; snr_dB=8.26422; lmisc_dB=0.524561,"""dBm""",—
4135,LinkBudget,34,LB[34] dBm,presence,pt_dBm=34.966; gt_dBi=16.9764; ltx_dB=3.83279; d_m=22275.7; f_GHz=4.69674; gr_dBi=21.932; lrx_dB=2.59755; nf_dB=4.18055; bw_MHz=14.9586; snr_dB=25.3605; lmisc_dB=2.08133,"""dBm""",—
4136,LinkBudget,35,LB[35] dBm,presence,pt_dBm=26.2703; gt_dBi=13.1954; ltx_dB=3.66102; d_m=18605; f_GHz=1.50275; gr_dBi=5.24294; lrx_dB=3.30425; nf_dB=4.19189; bw_MHz=85.8064; snr_dB=9.3937; lmisc_dB=2.40746,"""dBm""",—
4137,LinkBudget,36,LB[36] dBm,presence,pt_dBm=10.0177; gt_dBi=4.45947; ltx_dB=0.708574; d_m=49237.8; f_GHz=6.66625; gr_dBi=24.3837; lrx_dB=1.91174; nf_dB=12.0783; bw_MHz=46.1248; snr_dB=22.1663; lmisc_dB=2.42953,"""dBm""",—
4138,LinkBudget,37,LB[37] dBm,presence,pt_dBm=29.7844; gt_dBi=15.2791; ltx_dB=1.8405; d_m=5975.43; f_GHz=3.32789; gr_dBi=2.40667; lrx_dB=3.86657; nf_dB=14.7191; bw_MHz=47.5571; snr_dB=15.1475; lmisc_dB=4.13027,"""dBm""",—
4139,LinkBudget,38,LB[38] dBm,presence,pt_dBm=32.0013; gt_dBi=1.23255; ltx_dB=4.5702; d_m=27412.1; f_GHz=3.78476; gr_dBi=18.4833; lrx_dB=0.580479; nf_dB=10.3957; bw_MHz=5.25607; snr_dB=11.8091; lmisc_dB=7.64423,"""dBm""",—
4140,LinkBudget,39,LB[39] dBm,presence,pt_dBm=18.5213; gt_dBi=13.7918; ltx_dB=3.7158; d_m=45540; f_GHz=7.82289; gr_dBi=15.8992; lrx_dB=0.679819; nf_dB=5.69734; bw_MHz=26.5149; snr_dB=16.5508; lmisc_dB=1.8697,"""dBm""",—
4141,LinkBudget,40,LB[40] dBm,presence,pt_dBm=41.1856; gt_dBi=18.189; ltx_dB=0.202086; d_m=32121.7; f_GHz=9.60196; gr_dBi=12.9908; lrx_dB=4.00884; nf_dB=5.34455; bw_MHz=97.7205; snr_dB=24.4523; lmisc_dB=3.71263,"""dBm""",—
4142,LinkBudget,41,LB[41] dBm,presence,pt_dBm=28.5197; gt_dBi=4.66347; ltx_dB=3.10854; d_m=2004.26; f_GHz=1.5243; gr_dBi=16.069; lrx_dB=1.17178; nf_dB=11.6607; bw_MHz=48.2007; snr_dB=16.1684; lmisc_dB=4.23897,"""dBm""",—
